Query ID,Document ID,Score
Q1,CACM-1975,-131.20700106223492
Q1,CACM-1309,-131.21063534273728
Q1,CACM-2451,-131.215283328321
Q1,CACM-1741,-131.221009848664
Q1,CACM-2980,-131.23353965567753
Q1,CACM-1014,-131.2748018554914
Q1,CACM-1821,-131.29688725205907
Q1,CACM-1861,-131.30590960673496
Q1,CACM-2039,-131.35555385425562
Q1,CACM-0204,-131.4881284143627
Q1,CACM-1651,-131.49593775893982
Q1,CACM-1391,-131.4994700249442
Q1,CACM-1197,-131.50308139528053
Q1,CACM-2342,-131.5379417976798
Q1,CACM-1619,-131.55072799001567
Q1,CACM-1258,-131.6230656999202
Q1,CACM-2925,-131.6483560334853
Q1,CACM-1307,-131.66048353061908
Q1,CACM-1214,-131.6788516806052
Q1,CACM-2534,-131.75559037797504
Q1,CACM-2195,-131.75669879101628
Q1,CACM-1215,-131.75868622012632
Q1,CACM-0335,-131.78060787629906
Q1,CACM-0002,-131.78734467159887
Q1,CACM-1469,-131.8296535424145
Q1,CACM-1705,-131.86220736081216
Q1,CACM-0597,-131.94180815505766
Q1,CACM-1155,-131.94407196877006
Q1,CACM-1523,-131.95742995591394
Q1,CACM-3057,-131.97431430957786
Q1,CACM-0435,-132.0201581614483
Q1,CACM-0210,-132.045386042014
Q1,CACM-1564,-132.05678652812477
Q1,CACM-1930,-132.07352851697766
Q1,CACM-1625,-132.11197652940442
Q2,CACM-2061,-40.64414039735103
Q2,CACM-2921,-42.296823201132014
Q2,CACM-1387,-42.62027248997694
Q2,CACM-1496,-42.63029384718669
Q2,CACM-2411,-42.78603249602063
Q2,CACM-2112,-42.866707938889014
Q2,CACM-0205,-43.153586300235524
Q2,CACM-0799,-43.223143686028706
Q2,CACM-2939,-43.46843360701236
Q2,CACM-0252,-43.556295382640556
Q2,CACM-1787,-43.63100253512586
Q2,CACM-2867,-43.71050645359671
Q2,CACM-1223,-43.78767768399835
Q2,CACM-2579,-43.87017862450786
Q2,CACM-2886,-43.89290195143437
Q2,CACM-1533,-43.94773618208211
Q2,CACM-3115,-43.99154699496819
Q2,CACM-3030,-44.00645007817835
Q2,CACM-1029,-44.07048728442096
Q2,CACM-0637,-44.144490863718104
Q2,CACM-1723,-44.153136592142886
Q2,CACM-3102,-44.228670267011225
Q2,CACM-3130,-44.27883011011534
Q2,CACM-2684,-44.44971876607361
Q2,CACM-3099,-44.50121153629327
Q2,CACM-1572,-44.55428312934214
Q2,CACM-0303,-44.58955202491478
Q2,CACM-1788,-44.61950388470137
Q2,CACM-3124,-44.63211894697152
Q2,CACM-3093,-44.799282282660464
Q2,CACM-1565,-44.90001130151299
Q2,CACM-1807,-44.92644046618327
Q2,CACM-1134,-44.94776319771107
Q2,CACM-1350,-44.95819820603931
Q2,CACM-1135,-44.98614739069189
Q2,CACM-2990,-45.00414810563922
Q2,CACM-2138,-45.055279102776055
Q2,CACM-2929,-45.07359293057441
Q2,CACM-1457,-45.07781046823855
Q2,CACM-2746,-45.098823718811474
Q2,CACM-1003,-45.228282854067274
Q2,CACM-1947,-45.29134380818583
Q2,CACM-1402,-45.31150048811406
Q2,CACM-1392,-45.43915831698236
Q2,CACM-1671,-45.4426419209187
Q2,CACM-1484,-45.442964052438626
Q2,CACM-2254,-45.48846960115844
Q2,CACM-2424,-45.54259831982719
Q2,CACM-1783,-45.5753685738231
Q2,CACM-0464,-45.58266053312519
Q2,CACM-3171,-45.61634123622498
Q2,CACM-2652,-45.62661651540964
Q2,CACM-2534,-45.63949891925378
Q2,CACM-0070,-45.649299918133195
Q2,CACM-1062,-45.71915752002812
Q2,CACM-2210,-45.845506309792285
Q2,CACM-2053,-45.84593521995086
Q2,CACM-1194,-45.847790450261186
Q2,CACM-1852,-45.92284299307222
Q2,CACM-1835,-45.980744081392274
Q2,CACM-1007,-45.98622859857284
Q2,CACM-1154,-46.024359609280324
Q2,CACM-2718,-46.13015583915073
Q2,CACM-2542,-46.194196477882734
Q2,CACM-1309,-46.22509092730678
Q2,CACM-1348,-46.234112113817886
Q2,CACM-2871,-46.25144377780528
Q2,CACM-3105,-46.260170472895
Q2,CACM-1314,-46.280211868149195
Q2,CACM-2572,-46.300633589127514
Q2,CACM-2603,-46.333281351807315
Q2,CACM-2873,-46.39356391963537
Q2,CACM-2470,-46.45694549884894
Q2,CACM-2558,-46.47777750878765
Q2,CACM-2341,-46.50120344434333
Q2,CACM-1988,-46.50723018649923
Q2,CACM-2551,-46.52754359750428
Q2,CACM-1456,-46.54385264762661
Q2,CACM-2111,-46.58274740805301
Q2,CACM-1098,-46.64053131320021
Q2,CACM-1678,-46.64107469385198
Q2,CACM-1658,-46.68626846544048
Q2,CACM-1313,-46.702842146930976
Q2,CACM-0077,-46.702842146930976
Q2,CACM-2658,-46.70485506770971
Q2,CACM-3080,-46.727355592583976
Q2,CACM-3077,-46.76963079454612
Q2,CACM-1366,-46.77173286542333
Q2,CACM-3151,-46.77499452373982
Q2,CACM-3000,-46.815094740794464
Q2,CACM-2295,-46.820377373399694
Q2,CACM-0051,-46.855709463700876
Q2,CACM-1696,-46.857171614155206
Q2,CACM-2316,-46.89493076021691
Q2,CACM-1682,-46.899036320408065
Q2,CACM-2317,-46.90893350295828
Q2,CACM-2372,-46.916143107081595
Q2,CACM-2587,-46.92659508386802
Q2,CACM-2310,-46.957712928464304
Q2,CACM-2175,-46.997429028144225
Q3,CACM-2931,-347.3659011845918
Q3,CACM-3128,-351.1513163452189
Q3,CACM-1135,-353.4844147032067
Q3,CACM-2314,-355.31915467083223
Q3,CACM-2377,-356.17325321164867
Q3,CACM-2342,-356.68947532318697
Q3,CACM-2939,-357.4299367768681
Q3,CACM-3049,-358.2377013593786
Q3,CACM-3043,-358.44442087817475
Q3,CACM-2851,-359.46279062525275
Q3,CACM-2905,-359.8628309600696
Q3,CACM-0616,-359.8841017668305
Q3,CACM-1145,-359.98445279427995
Q3,CACM-2848,-360.56472681300187
Q3,CACM-2060,-361.3870738161684
Q3,CACM-0435,-362.2072080097525
Q3,CACM-2895,-362.39214848455464
Q3,CACM-2969,-362.50488058446615
Q3,CACM-1665,-362.7929373668845
Q3,CACM-3105,-362.96022973216174
Q3,CACM-1651,-363.41621989555097
Q3,CACM-2439,-363.4671088005782
Q3,CACM-2438,-363.9363752611644
Q3,CACM-2684,-363.9600793658264
Q3,CACM-0724,-364.04222620412474
Q3,CACM-2767,-364.05656661335735
Q3,CACM-3141,-364.14306741083857
Q3,CACM-2721,-364.1834558345821
Q3,CACM-1014,-364.2522358798768
Q3,CACM-1727,-364.38908645228196
Q3,CACM-1470,-364.4911408269025
Q3,CACM-1253,-364.76066197162976
Q3,CACM-1626,-364.86794343013065
Q3,CACM-1846,-364.96237586388526
Q3,CACM-0409,-365.0542564433739
Q3,CACM-1742,-365.2279740686979
Q3,CACM-1829,-365.4652020705556
Q3,CACM-1458,-365.4804188251439
Q3,CACM-3103,-365.56496522945935
Q3,CACM-2865,-365.69406897382936
Q3,CACM-1527,-365.79961934050516
Q3,CACM-2519,-365.8040804357893
Q3,CACM-1362,-365.8761181843114
Q3,CACM-2900,-365.90907353078853
Q3,CACM-0321,-366.0817254833922
Q3,CACM-3013,-366.20020698023023
Q3,CACM-1677,-366.25112205899325
Q3,CACM-1272,-366.26715333204186
Q3,CACM-3069,-366.3162210748732
Q3,CACM-1307,-366.4840979275157
Q3,CACM-2940,-366.7215222157148
Q3,CACM-2929,-366.8029695461498
Q3,CACM-1143,-366.8122960670761
Q3,CACM-2020,-366.886244523069
Q3,CACM-1506,-366.9855388330697
Q3,CACM-1536,-367.0069442809345
Q3,CACM-1534,-367.0585272244308
Q3,CACM-2359,-367.1838043260977
Q3,CACM-1099,-367.32887185293674
Q3,CACM-2383,-367.3440445364154
Q3,CACM-3081,-367.52324222911625
Q3,CACM-1550,-367.55113306639
Q3,CACM-2989,-367.56636973767246
Q3,CACM-1485,-367.5847570667601
Q3,CACM-2742,-367.65226701543565
Q3,CACM-3018,-367.7889270258885
Q3,CACM-2273,-367.8070826768056
Q3,CACM-3008,-367.84706861602234
Q3,CACM-2932,-367.8478334480883
Q3,CACM-0949,-367.90026858850666
Q3,CACM-1180,-368.01676678580725
Q3,CACM-1698,-368.05295152425174
Q3,CACM-1572,-368.13917495467894
Q3,CACM-2216,-368.1686102776643
Q3,CACM-2232,-368.19626334905286
Q3,CACM-0040,-368.22542830386766
Q3,CACM-2092,-368.2837477547753
Q3,CACM-1248,-368.31558868873697
Q3,CACM-2916,-368.3673172860494
Q3,CACM-1199,-368.38033778571616
Q3,CACM-2450,-368.39267462925545
Q3,CACM-2406,-368.43895290909296
Q3,CACM-1908,-368.4482558738426
Q3,CACM-1408,-368.48396996245856
Q3,CACM-1978,-368.48876551250913
Q3,CACM-3056,-368.5220241370023
Q3,CACM-2946,-368.5805919410985
Q3,CACM-2396,-368.6052232746693
Q3,CACM-2958,-368.62277708609565
Q3,CACM-2233,-368.6251262172186
Q3,CACM-2196,-368.6523392162213
Q3,CACM-1710,-368.7604036219142
Q3,CACM-2840,-368.7912934803216
Q3,CACM-2457,-368.79674377118243
Q3,CACM-2195,-368.8002631679081
Q3,CACM-2619,-368.81831556381815
Q3,CACM-1083,-368.86706692638506
Q3,CACM-1391,-368.8966902596313
Q3,CACM-3202,-368.952411328126
Q3,CACM-2920,-368.9651337878073
Q4,CACM-1829,-225.96053382088948
Q4,CACM-2035,-228.2708237756527
Q4,CACM-2786,-232.2022447923518
Q4,CACM-2321,-233.05376119089595
Q4,CACM-2003,-233.81007789942623
Q4,CACM-1699,-233.9628949502869
Q4,CACM-1978,-234.61083645271657
Q4,CACM-2629,-234.96691075438258
Q4,CACM-1698,-235.16295045620623
Q4,CACM-1671,-235.4537136771566
Q4,CACM-2299,-235.8686093120251
Q4,CACM-2169,-236.2959984545411
Q4,CACM-1960,-236.66458010212617
Q4,CACM-1605,-236.6983832042655
Q4,CACM-2873,-236.75874147988523
Q4,CACM-3147,-237.14453061242185
Q4,CACM-2820,-237.23662648716538
Q4,CACM-2247,-238.05085126385708
Q4,CACM-2396,-238.16454168794044
Q4,CACM-1502,-238.2071447692008
Q4,CACM-2622,-238.45333884936764
Q4,CACM-0892,-238.48838132440412
Q4,CACM-1742,-238.49559629447646
Q4,CACM-1409,-238.90464905370033
Q4,CACM-2145,-238.99354893844534
Q4,CACM-2483,-239.1674451357926
Q4,CACM-2252,-239.27161525792232
Q4,CACM-3190,-239.39584210828937
Q4,CACM-1764,-239.51310271743125
Q4,CACM-3102,-239.5711613155155
Q4,CACM-1392,-239.59020324856564
Q4,CACM-2138,-239.62042817980554
Q4,CACM-2106,-239.66704957718682
Q4,CACM-2314,-239.78379075314274
Q4,CACM-2357,-239.79599477122525
Q4,CACM-1937,-239.83508733589952
Q4,CACM-0972,-239.9926348681684
Q4,CACM-3012,-240.13357891071394
Q4,CACM-3035,-240.2098369633924
Q4,CACM-1395,-240.21638384019215
Q4,CACM-1853,-240.25078313809368
Q4,CACM-1253,-240.27989248751254
Q4,CACM-1534,-240.30348812077185
Q4,CACM-1487,-240.38533501243623
Q4,CACM-1238,-240.5418515555982
Q4,CACM-2522,-240.56654380150277
Q4,CACM-2841,-240.64387140426317
Q4,CACM-2358,-240.6690160507149
Q4,CACM-1435,-240.6768599259585
Q4,CACM-1962,-240.69100256479433
Q4,CACM-2812,-240.70531468164887
Q4,CACM-3087,-240.80006986659708
Q4,CACM-1901,-240.82516873606647
Q4,CACM-1589,-240.95395210462638
Q4,CACM-3050,-240.9849946924631
Q4,CACM-1188,-241.02103834544647
Q4,CACM-2181,-241.2334200913097
Q4,CACM-2542,-241.30172264214886
Q4,CACM-1810,-241.34073993614535
Q4,CACM-2887,-241.34234863532757
Q4,CACM-2344,-241.36432129335395
Q4,CACM-1930,-241.3996237541602
Q4,CACM-1571,-241.41417195842044
Q4,CACM-2947,-241.42712986195386
Q4,CACM-2155,-241.46431588563087
Q4,CACM-2990,-241.55417961103217
Q4,CACM-1465,-241.585748926171
Q4,CACM-0695,-241.65727956200482
Q4,CACM-3146,-241.7754662171789
Q4,CACM-2959,-241.79310965977513
Q4,CACM-1270,-241.83029573989467
Q4,CACM-3127,-241.89910771275572
Q4,CACM-3054,-241.91164562661976
Q4,CACM-2277,-241.98508342183172
Q4,CACM-1750,-242.048800103404
Q4,CACM-1748,-242.07164560223265
Q4,CACM-2105,-242.07239584967508
Q4,CACM-2572,-242.0913437804944
Q4,CACM-2267,-242.19402485201988
Q4,CACM-2535,-242.24119850024624
Q4,CACM-2592,-242.24750630012662
Q4,CACM-2499,-242.28133102303724
Q4,CACM-1646,-242.2944375171401
Q4,CACM-2439,-242.45631421728652
Q4,CACM-2950,-242.4620323839808
Q4,CACM-2389,-242.49745006190383
Q4,CACM-2484,-242.53671246881612
Q4,CACM-2187,-242.5370441008433
Q4,CACM-2188,-242.56753877187117
Q4,CACM-1397,-242.6023686058041
Q4,CACM-1664,-242.68014852461434
Q4,CACM-2771,-242.79013182724324
Q4,CACM-1159,-242.80875514620718
Q4,CACM-0251,-242.82172909592666
Q4,CACM-1252,-242.8229544672726
Q4,CACM-0435,-242.86681592482225
Q4,CACM-2167,-242.8917498268206
Q4,CACM-0679,-242.93023867750176
Q4,CACM-2399,-242.97034160095626
Q4,CACM-1135,-243.07018777846042
Q5,CACM-0695,-158.41503924946628
Q5,CACM-2828,-160.28560344711417
Q5,CACM-0531,-161.70335261017806
Q5,CACM-2826,-161.91224370860056
Q5,CACM-2931,-161.9893821445849
Q5,CACM-0435,-162.54770151472152
Q5,CACM-2721,-163.54392658456615
Q5,CACM-0492,-163.56599008273284
Q5,CACM-1014,-163.61129156619256
Q5,CACM-0605,-164.62229274926884
Q5,CACM-1867,-164.9737688977278
Q5,CACM-1397,-165.536053908248
Q5,CACM-1543,-165.99146381235747
Q5,CACM-1365,-166.3494694501467
Q5,CACM-1341,-166.40812517571305
Q5,CACM-0670,-166.4258319099525
Q5,CACM-0616,-166.50267012205651
Q5,CACM-1623,-166.59088097692918
Q5,CACM-1664,-167.21215414177388
Q5,CACM-1234,-167.2333132779653
Q5,CACM-1046,-167.90479524896918
Q5,CACM-0417,-167.9439311182716
Q5,CACM-2230,-168.18269278253214
Q5,CACM-2176,-168.98866849050316
Q5,CACM-1885,-170.2532691416762
Q5,CACM-1009,-170.30640648869516
Q5,CACM-1385,-170.5963199170862
Q5,CACM-2572,-170.6886952296785
Q5,CACM-3135,-170.75754590747135
Q5,CACM-3198,-170.9598653378163
Q5,CACM-1698,-170.98890228891713
Q5,CACM-2046,-170.99739018434536
Q5,CACM-2873,-171.09693499279052
Q5,CACM-2486,-171.13188738107183
Q5,CACM-2095,-171.1788137353
Q5,CACM-3033,-171.23137428140762
Q5,CACM-2389,-171.26407864939196
Q5,CACM-2810,-171.40478414855707
Q5,CACM-2943,-171.63298501117637
Q5,CACM-2319,-171.65481802563357
Q5,CACM-0242,-171.65601660660732
Q5,CACM-0731,-171.67138440266632
Q5,CACM-2622,-171.71853855559092
Q5,CACM-1928,-171.75627752038687
Q5,CACM-1348,-171.78729788100094
Q5,CACM-1846,-171.79166592016034
Q5,CACM-3035,-171.8376968425442
Q5,CACM-2887,-172.05074281966162
Q5,CACM-2187,-172.1366065018638
Q5,CACM-3154,-172.13698488014043
Q5,CACM-0321,-172.18006764207354
Q5,CACM-1199,-172.26648539724533
Q5,CACM-2834,-172.3302523687123
Q5,CACM-2582,-172.38619958962275
Q5,CACM-1184,-172.4047007768956
Q5,CACM-0854,-172.5631170222068
Q5,CACM-1404,-172.58477733244402
Q5,CACM-1458,-172.6635057360109
Q5,CACM-2900,-172.69313206024853
Q5,CACM-1748,-172.7016898045032
Q5,CACM-1325,-172.71478278888986
Q5,CACM-1148,-172.72020596535742
Q5,CACM-3008,-172.73659219748316
Q5,CACM-1443,-172.80721728432704
Q5,CACM-0281,-172.836946102093
Q5,CACM-2092,-172.84306533535084
Q5,CACM-1379,-172.8701797832331
Q5,CACM-3125,-172.87197560702384
Q5,CACM-2519,-173.06762922821403
Q5,CACM-2886,-173.08330509722876
Q5,CACM-2712,-173.1472356903905
Q5,CACM-2707,-173.18594885569166
Q5,CACM-1366,-173.1962551163842
Q5,CACM-1877,-173.1990103430539
Q5,CACM-1083,-173.22283685560114
Q5,CACM-1413,-173.25206258641205
Q5,CACM-2496,-173.27957273790142
Q5,CACM-0248,-173.31745582168512
Q5,CACM-1433,-173.3205740016862
Q5,CACM-1362,-173.34348703018748
Q5,CACM-3150,-173.38125793600088
Q5,CACM-1727,-173.4077449151563
Q5,CACM-2918,-173.4387568332397
Q5,CACM-2893,-173.47483677891617
Q5,CACM-2314,-173.48012845746317
Q5,CACM-0397,-173.48230872417307
Q5,CACM-3000,-173.49598714876208
Q5,CACM-1001,-173.50008305878634
Q5,CACM-0320,-173.50804492071148
Q5,CACM-2753,-173.5642124949077
Q5,CACM-2383,-173.56588526238278
Q5,CACM-2968,-173.6121169789013
Q5,CACM-2166,-173.62237762466887
Q5,CACM-1456,-173.63679676389035
Q5,CACM-2061,-173.65064964561176
Q5,CACM-2297,-173.6653979926143
Q5,CACM-3086,-173.71714332937464
Q5,CACM-2078,-173.75648510849476
Q5,CACM-3034,-173.76724356263094
Q5,CACM-1262,-173.76853590059716
Q6,CACM-3043,-201.47475640231008
Q6,CACM-1623,-211.76687716467998
Q6,CACM-2912,-212.5199038113099
Q6,CACM-3128,-213.97870212677208
Q6,CACM-2111,-215.1759209386277
Q6,CACM-2865,-215.49953463154236
Q6,CACM-3141,-216.31612622792605
Q6,CACM-2317,-216.68171738401526
Q6,CACM-2903,-216.79572378106306
Q6,CACM-2376,-217.08972436245236
Q6,CACM-2342,-217.66220978342594
Q6,CACM-2949,-218.3731608161877
Q6,CACM-1397,-218.40039167483704
Q6,CACM-1381,-218.48890391998412
Q6,CACM-3148,-218.67417970020668
Q6,CACM-1854,-218.77358842032226
Q6,CACM-2871,-219.205002430539
Q6,CACM-0046,-220.07450390503374
Q6,CACM-0616,-220.07838627777556
Q6,CACM-2890,-220.36121831353665
Q6,CACM-2033,-221.1786312112815
Q6,CACM-2208,-221.63107321092895
Q6,CACM-2016,-222.3425379859935
Q6,CACM-1601,-222.5403814587232
Q6,CACM-2344,-222.66602289529646
Q6,CACM-1698,-222.67631482446768
Q6,CACM-2905,-222.67636709457477
Q6,CACM-2740,-222.70315589853993
Q6,CACM-1665,-222.77317198460983
Q6,CACM-3078,-223.02058967983783
Q6,CACM-1626,-223.11236028996356
Q6,CACM-3014,-223.21432617616043
Q6,CACM-2519,-223.2225609234682
Q6,CACM-3143,-223.328729707584
Q6,CACM-2216,-223.36157013478436
Q6,CACM-1948,-223.3926503228693
Q6,CACM-1771,-223.46708015127393
Q6,CACM-2289,-223.47006302346887
Q6,CACM-1440,-223.58023377552743
Q6,CACM-2950,-223.58334661331583
Q6,CACM-1145,-223.64269938761035
Q6,CACM-2860,-223.6460504910065
Q6,CACM-2895,-223.8178497285342
Q6,CACM-2716,-223.89512432002783
Q6,CACM-2320,-223.98058047308916
Q6,CACM-1551,-224.0300472206511
Q6,CACM-2913,-224.07732446875744
Q6,CACM-1609,-224.28471276579722
Q6,CACM-2379,-224.33703044028294
Q6,CACM-1458,-224.34240045690134
Q6,CACM-1886,-224.3921238153842
Q6,CACM-2535,-224.4392298975493
Q6,CACM-1237,-224.46760148648923
Q6,CACM-0595,-224.58546489211085
Q6,CACM-1135,-224.6063820113062
Q6,CACM-2972,-224.72861439757224
Q6,CACM-2795,-224.73510744212976
Q6,CACM-0964,-224.76187309986162
Q6,CACM-2979,-224.77186820555866
Q6,CACM-2864,-224.8009603974287
Q6,CACM-2828,-224.8067490783404
Q6,CACM-1099,-224.86923044056508
Q6,CACM-1553,-224.90697074002875
Q6,CACM-2402,-224.9157547345843
Q6,CACM-2829,-224.93348488754714
Q6,CACM-1160,-224.94843881993222
Q6,CACM-2439,-225.05951450462135
Q6,CACM-2657,-225.07116729921492
Q6,CACM-2866,-225.17744976807452
Q6,CACM-2378,-225.26096564205187
Q6,CACM-2094,-225.26629477523747
Q6,CACM-2268,-225.2884617574158
Q6,CACM-2962,-225.38412706502544
Q6,CACM-1749,-225.4024057103767
Q6,CACM-2732,-225.51890652655192
Q6,CACM-1098,-225.67324925474122
Q6,CACM-3028,-225.69100507769483
Q6,CACM-2276,-225.69835516253127
Q6,CACM-1427,-225.70610397561927
Q6,CACM-1334,-225.73892956151334
Q6,CACM-2581,-225.7516044193723
Q6,CACM-3104,-225.8328337856313
Q6,CACM-3006,-225.9281672212322
Q6,CACM-1625,-225.95180716113984
Q6,CACM-2646,-225.96042534512208
Q6,CACM-2325,-226.04513859917017
Q6,CACM-1572,-226.0512346059496
Q6,CACM-0409,-226.07716697900207
Q6,CACM-1003,-226.0882785100172
Q6,CACM-1738,-226.09272381590864
Q6,CACM-2470,-226.1655073782646
Q6,CACM-2541,-226.20528454883322
Q6,CACM-1834,-226.21831852289625
Q6,CACM-0243,-226.30859702659026
Q6,CACM-1543,-226.33470912139705
Q6,CACM-2324,-226.36435433900365
Q6,CACM-2166,-226.42958733611331
Q6,CACM-1014,-226.51326962629568
Q6,CACM-2142,-226.54655811368085
