QueryID,DocID,Score
Q2,CACM-3093,-29.776302931966043
Q2,CACM-2684,-29.896259990769703
Q2,CACM-3030,-29.91967861806317
Q2,CACM-1788,-29.979121847864786
Q2,CACM-2534,-30.379534442650318
Q2,CACM-2138,-30.414835828793752
Q2,CACM-1135,-30.516137986604825
Q2,CACM-2929,-30.52923104137681
Q2,CACM-0929,-30.534318479968356
Q2,CACM-1402,-30.770238267251624
Q2,CACM-1134,-30.835058349385378
Q2,CACM-0100,-30.890062648314203
Q2,CACM-1313,-30.938697767411135
Q2,CACM-0077,-30.938697767411135
Q2,CACM-0252,-30.959420142483747
Q2,CACM-0051,-31.029359527570158
Q2,CACM-3115,-31.036343086936284
Q2,CACM-2587,-31.07176416899985
Q2,CACM-1783,-31.13902561608662
Q2,CACM-1658,-31.189082429736597
Q2,CACM-2066,-31.225295196925362
Q2,CACM-2551,-31.26023166373769
Q2,CACM-1392,-31.26426203584022
Q2,CACM-2659,-31.293978386390165
Q2,CACM-2658,-31.358207321378856
Q2,CACM-1387,-31.36731099674022
Q2,CACM-1062,-31.40727222728774
Q2,CACM-1029,-31.489888388996366
Q2,CACM-2871,-31.52527465706572
Q2,CACM-1154,-31.54591386239961
Q2,CACM-3130,-31.566130775596772
Q2,CACM-2495,-31.60465153245526
Q2,CACM-1723,-31.72968209333867
Q2,CACM-1007,-31.74030017415192
Q2,CACM-0249,-31.748651440851123
Q2,CACM-2053,-31.838377681150906
Q2,CACM-0070,-31.878056328208206
Q2,CACM-2316,-31.906720231525764
Q2,CACM-2111,-31.93166092472272
Q2,CACM-3099,-31.94889850673082
Q2,CACM-2603,-31.975954099900164
Q2,CACM-2685,-32.04641411406428
Q2,CACM-1466,-32.05614875400077
Q2,CACM-1785,-32.106422900017726
Q2,CACM-2064,-32.120867799713295
Q2,CACM-0058,-32.135102661121294
Q2,CACM-2449,-32.14913344374335
Q2,CACM-1565,-32.17660537410407
Q2,CACM-1102,-32.17998573328798
Q2,CACM-1682,-32.20332650735505
Q2,CACM-1314,-32.21641799999695
Q2,CACM-2708,-32.229336371086724
Q2,CACM-1142,-32.236481724228256
Q2,CACM-2423,-32.24208608906834
Q2,CACM-2870,-32.24839905259642
Q2,CACM-2904,-32.267096594184835
Q2,CACM-1807,-32.285442564564065
Q2,CACM-2814,-32.28988696111248
Q2,CACM-0463,-32.28988696111248
Q2,CACM-0637,-32.30937903847878
Q2,CACM-2843,-32.31527243577882
Q2,CACM-1683,-32.33849591336544
Q2,CACM-3151,-32.349903261195436
Q2,CACM-3045,-32.372324633776095
Q2,CACM-1787,-32.372324633776095
Q2,CACM-0651,-32.388647764118645
Q2,CACM-1533,-32.39424098620943
Q2,CACM-2295,-32.411847870806994
Q2,CACM-2867,-32.41567428258223
Q2,CACM-2572,-32.42621626183207
Q2,CACM-0762,-32.43450710743183
Q2,CACM-0920,-32.43450710743183
Q2,CACM-1696,-32.44696312178979
Q2,CACM-1926,-32.45717266943775
Q2,CACM-2666,-32.467275953696074
Q2,CACM-2204,-32.47727513272273
Q2,CACM-0628,-32.4782986338807
Q2,CACM-2897,-32.48223633933358
Q2,CACM-3177,-32.4871722996032
Q2,CACM-1947,-32.4871722996032
Q2,CACM-1535,-32.4871722996032
Q2,CACM-1740,-32.496969484940486
Q2,CACM-1098,-32.504697465007
Q2,CACM-2439,-32.51627173563978
Q2,CACM-1703,-32.527008966208584
Q2,CACM-2877,-32.54452268623767
Q2,CACM-2705,-32.560361076873754
Q3,CACM-3128,-207.59377959553322
Q3,CACM-3043,-209.24385735562146
Q3,CACM-1135,-209.29521637309003
Q3,CACM-2939,-209.4239225858468
Q3,CACM-2931,-212.14702439248893
Q3,CACM-2377,-212.90511288204524
Q3,CACM-3049,-214.55052825273668
Q3,CACM-2342,-217.72623935169457
Q3,CACM-2851,-218.0516528544249
Q3,CACM-1829,-218.68562044673226
Q3,CACM-3105,-218.77552816816942
Q3,CACM-2895,-218.88608636686308
Q3,CACM-2958,-218.91863956001364
Q3,CACM-2742,-219.0167554392367
Q3,CACM-2060,-219.07360858739688
Q3,CACM-2844,-219.207731960321
Q3,CACM-1014,-219.3810320460918
Q3,CACM-0616,-219.47773583185858
Q3,CACM-2314,-219.58068548927477
Q3,CACM-2519,-219.59490158408752
Q3,CACM-1485,-220.056128782037
Q3,CACM-3120,-220.4203984839713
Q3,CACM-3103,-220.5708481717575
Q3,CACM-0483,-220.5912461442469
Q3,CACM-2232,-220.61723888441074
Q3,CACM-2840,-220.8434241179913
Q3,CACM-1145,-220.87504605414514
Q3,CACM-2848,-220.89467310722634
Q3,CACM-2900,-220.91014144521307
Q3,CACM-1534,-220.92468624630212
Q3,CACM-2870,-221.19459440402215
Q3,CACM-3171,-221.19829534701512
Q3,CACM-2701,-221.35162921783194
Q3,CACM-3064,-221.36084636344074
Q3,CACM-2929,-221.3991317457211
Q3,CACM-1484,-221.53400459936609
Q3,CACM-1905,-221.62485470040565
Q3,CACM-3073,-221.8286646237824
Q3,CACM-1595,-221.83373381372888
Q3,CACM-2626,-221.8663453667229
Q3,CACM-1527,-221.95671282615203
Q3,CACM-2376,-222.13816338959066
Q3,CACM-2558,-222.16772575848972
Q3,CACM-2969,-222.2104862491141
Q3,CACM-2816,-222.2445347929427
Q3,CACM-2936,-222.33156307694418
Q3,CACM-1518,-222.34593524191962
Q3,CACM-2877,-222.34997481556323
Q3,CACM-2020,-222.4689911249117
Q3,CACM-1470,-222.4783497128504
Q3,CACM-2632,-222.5091360299977
Q3,CACM-1747,-222.5384354780377
Q3,CACM-0409,-222.65441085577322
Q3,CACM-2439,-222.67930255068802
Q3,CACM-2767,-222.71955174846147
Q3,CACM-1463,-222.84462005115236
Q3,CACM-1399,-222.8760589856448
Q3,CACM-2017,-222.91281791959725
Q3,CACM-1550,-223.04483835067256
Q3,CACM-1623,-223.09434101978223
Q3,CACM-2721,-223.10234659957348
Q3,CACM-2932,-223.1040969759521
Q3,CACM-1682,-223.14492816927535
Q3,CACM-2371,-223.2051633052269
Q3,CACM-1754,-223.29539987092198
Q3,CACM-3141,-223.39220085936552
Q3,CACM-2396,-223.45775775849583
Q3,CACM-3069,-223.4942796213187
Q3,CACM-3127,-223.49827813633374
Q3,CACM-2865,-223.49929689404092
Q3,CACM-0435,-223.51297047804346
Q3,CACM-2450,-223.66771632387722
Q3,CACM-1153,-223.67653435133263
Q3,CACM-2152,-223.70406883129152
Q3,CACM-2438,-223.71164261822614
Q3,CACM-3184,-223.71720737791372
Q3,CACM-2092,-223.78886167149815
Q3,CACM-1681,-223.82434211147353
Q3,CACM-2383,-223.84717192770387
Q3,CACM-3111,-223.8537467095244
Q3,CACM-1369,-223.8612750862734
Q3,CACM-2457,-223.8936703943826
Q3,CACM-3134,-223.92651293201067
Q3,CACM-1679,-223.94007044770228
Q3,CACM-2356,-223.94881446721
Q3,CACM-1860,-224.0015605229923
Q3,CACM-0854,-224.01061330265998
Q3,CACM-2541,-224.04265569802308
Q3,CACM-2522,-224.0463903308668
Q3,CACM-1458,-224.14384425899436
Q3,CACM-1677,-224.16965329421828
Q3,CACM-2890,-224.23560731265277
Q3,CACM-2684,-224.2664400801605
Q3,CACM-1911,-224.2728241655576
Q3,CACM-1506,-224.4131017811846
Q3,CACM-2080,-224.42600607313256
Q3,CACM-3053,-224.43033871229815
Q3,CACM-2142,-224.4566742595625
Q3,CACM-3148,-224.4838222824241
Q3,CACM-3018,-224.48574472821525
Q4,CACM-1829,-168.1556415794157
Q4,CACM-2035,-170.42014054627958
Q4,CACM-2299,-173.31198741840916
Q4,CACM-1978,-173.80744756015588
Q4,CACM-2321,-173.87871079723556
Q4,CACM-2629,-174.51941442632702
Q4,CACM-3147,-174.98494603932562
Q4,CACM-2873,-175.4486657761361
Q4,CACM-1699,-175.65909773306728
Q4,CACM-1409,-176.35351234479168
Q4,CACM-2003,-176.36464995660216
Q4,CACM-2106,-177.12061990677535
Q4,CACM-1671,-177.70723999607435
Q4,CACM-2357,-177.82264516966075
Q4,CACM-1937,-178.05407181593787
Q4,CACM-1923,-178.09934326634053
Q4,CACM-1960,-178.1938335178975
Q4,CACM-2169,-178.49488134599903
Q4,CACM-1742,-178.51700616639235
Q4,CACM-0251,-178.55915894861516
Q4,CACM-0892,-178.73770665232593
Q4,CACM-2247,-178.74583009922972
Q4,CACM-2483,-178.75201911408217
Q4,CACM-1408,-179.07687958839333
Q4,CACM-2820,-179.2241266078766
Q4,CACM-1238,-179.2546436880771
Q4,CACM-1853,-179.37142555545654
Q4,CACM-3035,-179.42239031555525
Q4,CACM-2786,-179.43963987252351
Q4,CACM-3011,-179.91658435134738
Q4,CACM-2812,-179.9990298131496
Q4,CACM-2622,-180.04563766369543
Q4,CACM-2887,-180.0688188206641
Q4,CACM-2145,-180.14643360041316
Q4,CACM-3040,-180.34655574005478
Q4,CACM-1605,-180.38412339570445
Q4,CACM-3012,-180.45289653721485
Q4,CACM-1053,-180.63702150492895
Q4,CACM-1188,-180.69130805599133
Q4,CACM-1392,-180.8539519393878
Q4,CACM-3102,-180.98891657529083
Q4,CACM-2314,-181.01008774365238
Q4,CACM-1682,-181.05794097217398
Q4,CACM-2959,-181.13948835500508
Q4,CACM-3087,-181.17529916206183
Q4,CACM-1571,-181.22216326615074
Q4,CACM-1764,-181.3463708500866
Q4,CACM-2469,-181.3863777318913
Q4,CACM-2358,-181.49746585898953
Q4,CACM-1747,-181.5364656865163
Q4,CACM-2105,-181.66737980459342
Q4,CACM-2867,-181.82220511771675
Q4,CACM-2542,-181.82220511771675
Q4,CACM-1698,-181.86577313858217
Q4,CACM-2218,-181.88022318195547
Q4,CACM-2947,-181.96860635370678
Q4,CACM-2716,-181.97158404207298
Q4,CACM-1746,-181.978876684619
Q4,CACM-1612,-182.04882127792573
Q4,CACM-1252,-182.06003078594614
Q4,CACM-1270,-182.07252122519304
Q4,CACM-1465,-182.10262035976294
Q4,CACM-2252,-182.2110821717597
Q4,CACM-3146,-182.21624317860397
Q4,CACM-1603,-182.23253389514065
Q4,CACM-1395,-182.24179384185243
Q4,CACM-2514,-182.28057944177738
Q4,CACM-3030,-182.3311324854772
Q4,CACM-2527,-182.38644978242957
Q4,CACM-2399,-182.4642795371235
Q4,CACM-2522,-182.5078652359279
Q4,CACM-2439,-182.57602366387997
Q4,CACM-1281,-182.59978239874678
Q4,CACM-1962,-182.66928428912712
Q4,CACM-3190,-182.67219211321878
Q4,CACM-0679,-182.67946620031404
Q4,CACM-1030,-182.69345460618092
Q4,CACM-0972,-182.71091752370103
Q4,CACM-1502,-182.7631557239097
Q4,CACM-2407,-182.81528001260995
Q4,CACM-1810,-182.81616159470389
Q4,CACM-1646,-182.86093496656338
Q4,CACM-2841,-182.9151493930688
Q4,CACM-2957,-182.9340427154179
Q4,CACM-1487,-182.95707276970307
Q4,CACM-3031,-182.96012130736375
Q4,CACM-1901,-182.97643411881683
Q4,CACM-3025,-182.99244180689982
Q4,CACM-2546,-183.01273167741607
Q4,CACM-2246,-183.0247846303287
Q4,CACM-1912,-183.03200929811365
Q4,CACM-1572,-183.03598332377877
Q4,CACM-1534,-183.07230674551448
Q4,CACM-2138,-183.07230674551448
Q4,CACM-2345,-183.07569907089203
Q4,CACM-2960,-183.0956094043754
Q4,CACM-0173,-183.1728242109449
Q4,CACM-1486,-183.22527886767526
Q4,CACM-2181,-183.24076614375315
Q4,CACM-2534,-183.2733229956882
Q5,CACM-2826,-100.6461135507329
Q5,CACM-0695,-103.483692493967
Q5,CACM-2828,-103.80460152672813
Q5,CACM-1867,-107.93699801070558
Q5,CACM-1014,-108.05562567163462
Q5,CACM-0492,-108.14935700614645
Q5,CACM-1543,-108.15849207795212
Q5,CACM-0435,-108.37422856686347
Q5,CACM-1397,-108.47002792126126
Q5,CACM-0605,-108.72568070876112
Q5,CACM-1623,-108.83892351158072
Q5,CACM-2230,-109.11220306006796
Q5,CACM-2721,-109.24822111846021
Q5,CACM-1234,-109.42852261028193
Q5,CACM-0531,-109.52251516992682
Q5,CACM-1365,-109.63407091414417
Q5,CACM-0616,-109.80443971884453
Q5,CACM-1664,-110.09638997577879
Q5,CACM-2873,-110.38575163672044
Q5,CACM-0417,-111.72680092330204
Q5,CACM-2931,-111.88495255570409
Q5,CACM-1385,-112.61375456105824
Q5,CACM-1046,-113.17522765521602
Q5,CACM-2176,-113.25696565534948
Q5,CACM-0397,-113.41025954034389
Q5,CACM-0242,-113.67423375963733
Q5,CACM-2671,-113.89483019898496
Q5,CACM-1148,-114.15646875240897
Q5,CACM-1009,-114.19807294129146
Q5,CACM-2417,-114.24451303741992
Q5,CACM-0705,-114.33136459455554
Q5,CACM-0530,-114.40243568938033
Q5,CACM-2087,-114.44890794831268
Q5,CACM-0888,-114.44890794831268
Q5,CACM-3035,-114.46825328495727
Q5,CACM-2505,-114.48519571128153
Q5,CACM-1113,-114.49733886052996
Q5,CACM-0704,-114.67887257246512
Q5,CACM-0768,-114.73587131955856
Q5,CACM-1186,-114.73587131955856
Q5,CACM-0697,-114.74453850263141
Q5,CACM-0887,-114.76319046993245
Q5,CACM-2078,-114.77619369603488
Q5,CACM-2707,-114.79848597514186
Q5,CACM-2753,-114.86144876075072
Q5,CACM-2389,-114.9298458306116
Q5,CACM-2836,-114.94716327086977
Q5,CACM-0767,-114.98019582603729
Q5,CACM-2502,-115.13514779194327
Q5,CACM-1368,-115.13990057299549
Q5,CACM-2187,-115.14498016052805
Q5,CACM-3040,-115.20242251952722
Q5,CACM-3188,-115.24903899750072
Q5,CACM-2804,-115.29333409787728
Q5,CACM-2667,-115.3776316308718
Q5,CACM-2547,-115.38998590750018
Q5,CACM-3135,-115.38998590750018
Q5,CACM-3172,-115.4104399370839
Q5,CACM-2485,-115.41862381128495
Q5,CACM-2705,-115.54845872592492
Q5,CACM-2772,-115.60271627165001
Q5,CACM-1001,-115.6958429938007
Q5,CACM-2666,-115.73238279315356
Q5,CACM-2834,-115.78174721226203
Q5,CACM-1621,-115.79377878389653
Q5,CACM-2399,-115.80888186221968
Q5,CACM-2306,-115.83892867908386
Q5,CACM-2406,-115.94406628256186
Q5,CACM-1541,-115.9506907105779
Q5,CACM-2712,-115.97358663417394
Q5,CACM-3086,-115.99706539747334
Q5,CACM-1948,-115.99706539747334
Q5,CACM-1088,-116.0215044581526
Q5,CACM-0971,-116.05101080912938
Q5,CACM-1781,-116.18450049507506
Q5,CACM-3008,-116.24205280229432
Q5,CACM-2698,-116.27385612192883
Q5,CACM-1083,-116.30190822834986
Q5,CACM-2518,-116.31108204445279
Q5,CACM-3018,-116.32838758837543
Q5,CACM-3117,-116.33606789981305
Q5,CACM-3148,-116.35569600110612
Q5,CACM-1267,-116.35569600110612
Q5,CACM-0320,-116.38151299067614
Q5,CACM-1413,-116.38151299067614
Q5,CACM-3000,-116.38996830642357
Q5,CACM-1404,-116.38996830642357
Q5,CACM-2740,-116.39203383011969
Q5,CACM-0670,-116.41490092950872
Q5,CACM-1433,-116.41777559843635
Q5,CACM-2202,-116.42777034175963
Q5,CACM-2189,-116.4619617872959
Q5,CACM-2486,-116.51609089272831
Q5,CACM-3154,-116.54521019619179
Q5,CACM-2357,-116.55235487301373
Q5,CACM-2936,-116.55944705488311
Q5,CACM-2968,-116.5941463367063
Q5,CACM-1099,-116.61262364116533
Q5,CACM-1748,-116.634200770103
Q5,CACM-2383,-116.6471902740116
Q6,CACM-3043,-128.65981666833682
Q6,CACM-2912,-142.73850524449878
Q6,CACM-2949,-143.03956538435227
Q6,CACM-2376,-143.96817170516672
Q6,CACM-3141,-144.1579725213294
Q6,CACM-2865,-145.73911313658525
Q6,CACM-2317,-146.41717703244424
Q6,CACM-3128,-146.64616654935736
Q6,CACM-1623,-146.9321818917316
Q6,CACM-1397,-148.06717933116292
Q6,CACM-2740,-148.31698434526885
Q6,CACM-3148,-148.6456895597482
Q6,CACM-2342,-148.66705384547052
Q6,CACM-1381,-148.78714436442067
Q6,CACM-2890,-149.3416319904926
Q6,CACM-2111,-149.73751513923096
Q6,CACM-0616,-149.7627030162822
Q6,CACM-1145,-150.27627956336198
Q6,CACM-0270,-151.0789824001326
Q6,CACM-2320,-151.11198990080266
Q6,CACM-2902,-151.1296965661905
Q6,CACM-1948,-151.53083846881782
Q6,CACM-2950,-151.97032767189143
Q6,CACM-2795,-151.97810139113372
Q6,CACM-2402,-152.16614862702085
Q6,CACM-3104,-152.16615789126428
Q6,CACM-2326,-152.2478574887107
Q6,CACM-0046,-152.58671935007743
Q6,CACM-1854,-152.6821936412089
Q6,CACM-2325,-152.78994615839503
Q6,CACM-3014,-152.89332434312928
Q6,CACM-2306,-152.97360234432898
Q6,CACM-2674,-153.03801208983876
Q6,CACM-2276,-153.12033936783854
Q6,CACM-2903,-153.1843567999377
Q6,CACM-1626,-153.3990012142704
Q6,CACM-3054,-153.40298409390715
Q6,CACM-2871,-153.44449988540595
Q6,CACM-2972,-153.66992580357226
Q6,CACM-2863,-153.84987761883266
Q6,CACM-0942,-153.97361032752445
Q6,CACM-1440,-154.00188714004483
Q6,CACM-2691,-154.13325127109383
Q6,CACM-2913,-154.18784613058443
Q6,CACM-2273,-154.2392411219384
Q6,CACM-1923,-154.25640293420244
Q6,CACM-1198,-154.26984560871279
Q6,CACM-0396,-154.31202499346026
Q6,CACM-3143,-154.31732155965045
Q6,CACM-0964,-154.33908254296554
Q6,CACM-2541,-154.39073447890655
Q6,CACM-2454,-154.39986352267675
Q6,CACM-2439,-154.437569639421
Q6,CACM-3078,-154.47543366642094
Q6,CACM-2324,-154.50788646828627
Q6,CACM-2208,-154.56527906086484
Q6,CACM-3032,-154.59053873644305
Q6,CACM-2962,-154.60371688609146
Q6,CACM-2371,-154.69257917415393
Q6,CACM-2389,-154.76062790059197
Q6,CACM-2657,-154.76707759012965
Q6,CACM-2080,-154.79309340578388
Q6,CACM-0371,-154.83586792051784
Q6,CACM-2150,-154.84442191372008
Q6,CACM-2216,-154.85210783476302
Q6,CACM-1172,-154.86071484379016
Q6,CACM-1698,-154.86087983693162
Q6,CACM-2327,-154.95053475378847
Q6,CACM-2007,-154.982387993814
Q6,CACM-1603,-154.98746618211572
Q6,CACM-2860,-154.99699754596543
Q6,CACM-2665,-155.00235517834432
Q6,CACM-2016,-155.049367903516
Q6,CACM-2470,-155.05157629773328
Q6,CACM-2953,-155.05390157796964
Q6,CACM-2110,-155.09686202442347
Q6,CACM-1771,-155.10737886686582
Q6,CACM-2373,-155.10957976814555
Q6,CACM-1601,-155.1404717449687
Q6,CACM-3164,-155.15449917316897
Q6,CACM-1749,-155.19568540846464
Q6,CACM-2581,-155.23189523586947
Q6,CACM-2579,-155.24589655277097
Q6,CACM-1952,-155.2460633449212
Q6,CACM-1660,-155.2460633449212
Q6,CACM-2851,-155.32200887941377
Q6,CACM-2314,-155.33797698593452
Q6,CACM-1342,-155.3656210205647
Q6,CACM-1592,-155.49300819845635
Q6,CACM-0243,-155.50343039622575
Q6,CACM-2263,-155.56969162146248
Q6,CACM-2167,-155.57261560750334
Q6,CACM-0804,-155.584693440869
Q6,CACM-2884,-155.584693440869
Q6,CACM-1237,-155.65676545585106
Q6,CACM-2365,-155.66197015572382
Q6,CACM-1796,-155.68559274289538
Q6,CACM-2895,-155.703932617299
Q6,CACM-2226,-155.71001618352847
